300 6 3266 3878 3719.5 4226.5 4442 4971.5 5475 5674.5 5026 4746.5 4697 5524 4936.5 5234.5 5744.5 5000 6057
301 6 4360.5 4335.5 4516 4636.5 4496 4635 4721 4582 4268.5 4459 4613 4337.5 4315.5 4399.5 4703.5 5000 5049.5
302 6 3994.5 4394 4622 4770 4552 3949.5 3544.5 3594.5 3794.5 3986 4377.5 4495 4380 4560 4748.5 5000 5394.5
303 6 4272 4351 4341 4624.5 4512 4422.5 4496.5 4416.5 4549.5 4676.5 4425.5 4001.5 4218 4430.5 4808 5000 5121
304 6 2927.5 3182.5 3520.5 3826.5 3537 3119 3420.5 3911.5 4333.5 4532.5 4163.5 4189.5 3854.5 4110.5 4763.5 5000 5018.5
305 6 2596 2817.5 2985.5 2927.5 2843.5 3127.5 3392 3422.5 3536 3954 3893 3733 4087 3889.5 4516.5 5000 5230
306 6 2035.5 2166 2386 2515.5 2785 2718 3019 3146.5 3377.5 3771 3967 4160.5 4273 4409 4677.5 5000 4864.5
307 6 2180.5 2294 2473.5 2735 2680.5 2499 2764 3009 3419.5 3591.5 3689.5 3851.5 3768 4009 4719 5000 5223
308 6 2203.5 2407.5 2697 2987 3251 3196.5 3457.5 3712.5 3931.5 4225 4339 4498.5 4422.5 4585.5 4906.5 5000 4927.5
309 6 2292.5 2387.5 2552.5 2822.5 3168 2964.5 3209 3352 3479 3649.5 3846.5 4165 4299.5 4261 4646 5000 4996
310 6 1516.5 1696 2084.5 2571 2574.5 2848 3314.5 3373.5 3926.5 4187.5 4478 4212.5 3910 4221.5 4936.5 5000
311 6 2411.5 2567.5 2803 2926.5 3129 3174 3513 3855.5 4191 4538.5 4141.5 4470.5 4361 4463 4842.5 5000 5123
312 6 1334 1551 1638 1747 2143 2123 2431.5 2687.5 2687.5 2892.5 3388 3868 4020 4093 4699.5 5000 4731.5
313 6 2643 2924.5 3215.5 3604.5 3698 3582 3935.5 4841 3868.5 4155 4217.5 4282.5 4279 4427 4748.5 5000 5169.5
314 6 2339.5 2366 2699.5 2923 2943 3034 3375.5 3498 3794.5 3894 3970.5 4029 4022 4323.5 4683 5000 5077
315 6 2688.5 2817 2982 3390.5 3570.5 3239 3378.5 3428 3695.5 3922 3901 3980 4207 4623 4940.5 5000 5172.5
316 6 2816.5 2928 3114 3352 3375 3159.5 3452 3784.5 3920 4015.5 4218.5 4421.5 4295 4341 4616.5 5000 5018.5
317 6 2797.5 2991.5 3024.5 3384.5 3632.5 3529.5 3850.5 4115.5 4192.5 4350 4340.5 4308 4344 4431.5 4722 5000 5237
318 6 2607.5 2617.5 2809 3400.5 3789 3765 3935.5 3991 4368.5 4746 5182.5 5273 4797.5 4623.5 4943 5000 5328.5
319 6 2603.5 2584.5 2377 2909 3655 3069.5 3433 3428.5 3548.5 3624 3810 4178.5 4405.5 3939 4747 5000 4775
320 6 2148.5 2283.5 2560.5 2805.5 2999 2859.5 3357.5 3565 3568 3985 4232 4200 4060 4284.5 4709 5000 4941.5
321 6 1877.5 2012 2289.5 2625.5 2916.5 2821 3064.5 3118 3349 3730.5 3915 4248.5 3604.5 3929.5 4601.5 5000 5380.5
322 6 2738 2955.5 3122 3275 3336 3340.5 3640 3820 3994 4387.5 4573 4513 4499.5 4504 4750 5000 5166
323 6 2113.5 2275 2625.5 3472 2906.5 3089.5 3279.5 3541 3794 4066 3741.5 3878 4150.5 4423 4432.5 5000
324 6 2868 2945 3232.5 3534 3611.5 3155.5 3597.5 3658.5 3834 4282 4407.5 4356.5 4344 4284 4811 5000 5145
325 6 2663.5 2846 3132.5 3890.5 4131 3716 3925.5 4051 4301.5 4924.5 4677.5 4877.5 4845.5 4566 5047.5 5000 5032
326 6 3115 3305.5 3463.5 3845 3812.5 3657.5 4027.5 5195 4287.5 4545 4526.5 4261.5 4305.5 4472 4694.5 5000 5180
327 6 2948 3137.5 3105.5 3554 3721.5 3980.5 4470.5 4624.5 4005 3976 4108.5 4167 4321 4320 4728.5 5000 5502.5
328 6 3537.5 3420 3556 3802 4180.5 4035.5 4399 4233.5 4002 4467 4486.5 4225 4369.5 4403.5 4639.5 5000 5222.5
329 6 2772 2944 3159 3364 3331 2819.5 3187.5 3482.5 3863.5 4128 4425 4368 4254 4442 4758.5 5000 5352.5
330 6 2866 3017.5 3315 3694 3732.5 3484.5 3652.5 3709.5 3866.5 4239 4085.5 3971 4164.5 4436 4875 5000 5343.5
331 6 2160.5 2285.5 2532.5 2688 2622 2307 2746.5 3021 3300 3344.5 3188 3345 3344.5 3762 4704 5000 5330.5
332 6 115.28 128.83 107.14 217.77 212.53 173.28 166.61 280.75 378.68 350.19 320.59 382.64 518.64 452.19 638.02 547.32 643.14 721.47 892.25 1230.34 1617.46 1963.58 1752.5 1311.23 1850.28 2044.24 1778.78 1184.34 1572.6 1949.69 1872.03 2492.17 2997.5 4758.5 4906.88 6026.7 9571.39 9592.35 11994.2 17051.24 22841.66
333 6 142.2 162.3 143.4 257.1 235.8 188.1 190.2 298.2 363.6 325.2 321 391.8 481.5 416.7 603 499.2 551.4 613.5 776.1 956.4 1351.2 1593.6 1488.6 1361.7 1774.8 1893 1716.9 1453.8 1869.6 2110.8 2106.9 2845.2 3255 4645.8 4773 6724.2 9043.8 9135.3 11113.8 14501.4 19131.3
334 6 194.12 218.46 179.96 374.5 363.7 294.4 284.36 484.98 654.9 595.74 549.02 655.08 869.52 759.2 1053.98 946.82 1097.74 1208.48 1464 1971.3 2506.58 2899.56 2592.06 2061.26 2941.96 3194 2929.02 1983.56 2676.38 3290.9 3145 4207.94 5021.96 7953.4 8318.26 10285.26 16302.26 16454.28 20463.58 28964.7 39666.22
335 6 101.1 117.9 105.9 196.5 174 129.6 134.7 210.9 246 209.7 214.2 276.6 311.7 287.4 387.6 356.1 405.3 444.6 542.7 661.5 865.8 989.7 952.2 963.9 1279.5 1348.8 1301.1 1146.6 1516.8 1694.7 1683.9 2285.1 2602.5 3717 3852.9 5463.3 7275.9 7545 9066.6 11745 15911.4
336 6 136.62 134.1 152.58 187.62 218.96 241.08 234.52 338.3 415.4 438.36 391.14 553.34 615.42 613.94 775.68 691.7 822.64 948.64 1074.96 965.08 1211.64 1384.68 1258.9 1224.98 1483.66 1743.08 1442.02 1022.12 1370.22 1716.6 1593.28 1645.48 1921.22 2485.6 2287.58 2610.72 3168.32 3172.2 3900.66 4398.52 4432.62
337 6 190.7 201.8 216.6 235.3 261.6 278.8 292.7 317.4 383.6 446.2 480.4 501.7 584.7 645.8 708.8 765.9 810.8 922.9 1005.8 1093.9 1162.2 1319.6 1508.2 1552.2 1750 1915.9 2096.7 2173.7 2247.8 2450 2757.3 3003.3 3370.9 3829.8 3951.6 4511.8 4909.2 5242.7 5962 7180.2
338 6 1120 670 590 710 3285 7965 2205 1230 4195 3440 3550 2785 4705 370 665 1300 1660 1320 2220 2660 1140 3730 5595 1660 630 5250 6490 3635 650 265 2845 4340 7365 8450 3180 3170 3870 15930 6590 4135 3885
339 6 6786 6489 6555 7155 5007 1890 5256 5871 3765 4392 4101 4377 3195 6510 5853 5436 4977 4926 4440 3921 4941 3540 2001 4248 4668 2202 1518 3534 4944 5160 3363 2592 1407 981 3993 4659 3867 5319 5154 7038 6759
340 6 760 925 1000 1035 1280 1500 1585 1525 1580 1885 2100 1915 2240 2410 2250 2250 2250 2250 2270 2815 2815 3155 3975 3955 2860 2625 4010 5400 3930 3420 3410 4530 6335 7630 9435 7430 5395 6020 4965 4165 4110
341 6 1000 1500 1500 1750 1750 1750 2000 1500 2500 3000 3000 2500 4000 3000 3000 3000 3230 3550 4040 4500 4190 5170 5870 5950 4880 4500 6450 7830 6250 5500 5460 7460 10280 11770 13410 11020 8500 8800 7690 6330 5660
342 6 1071 1309 1428 1400 1652 1904 1974 1554 1589 2352 3031 2492 3248 3535 2800 2835 2982 3290 3458 4074 4116 4487 5061 5950 4459 4200 5012 6174 5698 5145 4851 5607 7063 8554 9940
343 6 2900 2875 2870 3070 3165 3415 3830 4135 3795 3725 3890 4355 4375 4385 4400 4665 5245 6130 7065 7245 6055 5940 5545 4870 4470
344 6 2970 2945 2935 3150 3200 3450 3840 4100 3770 3690 3910 4390 4485 4450 4415 4700 5315 6265 7255 7390 6145 6000 5590 4900 4470
345 6 3600 2445 2275 3690 4305 3080 2610 2750 3890 5125 5640 6865 5600 4345 4825 3875 3155 3185
346 6 295 520 550 610 775 885 965 475 875 1330 1635 920 1700 1465 1190 1390 1580 1775 1975 2440 2160 2670 3340 3230 2175 2035 3520 3945 2920 2495 2630 3610 5020 5755 7040 5345 4260 4785 3735 2980 2910
347 6 590.8 613.2 658.6 714.2 780.4 849.2 925.8 993.2 1069.2 1161.8 1221.2 1276.6 1465.6 1665.2 1887.4 2072.6 2245.2 2487.4 2791.8 3127.6 3471.2 3793.6 4246.8 4708.4 5175.4 5708.8 6222 6731.4 7192
348 6 765.6 792.4 835.4 898.6 972.4 1045.2 1126.6 1203.8 1284 1398.2 1494.2 1574 1726.6 1927 2181.8 2413.6 2613.2 2893 3230.6 3618.6 4061 4446.4 4944.8 5486.4 6043.4 6745.8 7381 7994.2 8495.2
349 6 861 864 867 897 939 993 1047 1113 1170 1245 1332 1416 1518 1620 1758 1923 2103 2298 2508 2757 3027 3312 3570 3834 4203 4560 4869 5232 5664
350 6 255 285 405 660 975 915 1290 1860 2490 3555 3810 5055 6030 7620 8940 9975 11325 12690
351 6 30 140 125 120 210 965 2720 5430 8615 7285 7525 8785 9820 10710
352 6 1400 1770 1770 2535 3470 3510 2700 3270 3105 2065 2790 3295 4155 3900 2045 4045 4140 5850 6700 4885 5785 4255 7995 8175 6000 8530
353 6 2488 2533 2563 2758 2970 3298 3061 3149 3414 3297 2621 2687 3343 4035 2663 2913 2873 3362 4691 4768 4124 1667 1712 1916 1000 2760
354 6 5803 5720 5938 6225 6401 6487 6165 6186 6221 5692 5748 6022 6695 8149 7280 7085 5864 7124 7185 7334 8507 1295 1254 4621 3651 1628
355 6 3030.5 3154 3216 3500.5 3749.5 4029 3946.5 3973.5 4069 3844.5 3744.5 4240.5 4968 5324 5655.5 6444.5 7065.5 7873 8265 8229.5 8790 6519 6340 8481.5 7338 5775.5
356 6 1024 1219 1299 1512 1926 2379 2297 2518 2594 2349 2563 2999 3883 2940 2564 4073 5383 6500 7386 7114 7872 6449 6367 8616 6886 7619
357 6 447 663 666 819 1081.5 1231.5 1213.5 1537.5 1417.5 889.5 877.5 1170 1399.5 1690.5 1558.5 2530.5 2983.5 3561 4783.5 4626 5583 3849 4516.5 6175.5 5391 4891.5
358 6 1488 2289 2562 2808 3496 3053 2356 3222 2845 1424 3097 3639 4122 1957 1737 5099 6133 6211 4382 3424 209 734 7168 10575 9087 8363
359 6 1516 1412.5 1338.5 1380 1467 1833 2467.5 2646.5 3357.5 5504.5 3330 4765 4133 5924.5 6977.5 5871.5 5557.5 4599.5 5063.5 6983.5 6537.5 8264.5
360 6 1041 849 1435.5 1473 1053 2241 2458.5 2346 2668.5 1879.5 301.5 429 243 1009.5 1452 2679 1093.5 496.5 1270.5 1888.5 2149.5 2700
361 6 917 651.5 552.5 1094.5 472.5 1001.5 987.5 887.5 1086 2645.5 2110.5 1812.5 2443.5 2155.5 1801.5 1628.5 1842 1479 2242 3432 2935.5 1949.5
362 6 1430 1540 1480 1430 1540 1595 1715 1580 1625 1785 2105 2080 2325 2365 2330 2310 2250 2285 2320 2670 2910 3255 3680 4255 3970 3815 3900 4515 4785 4505 4215 4535 5060 6375 7530 7470 6390 6745 6025 4855 4955
363 6 1305 1410 1330 1310 1430 1480 1600 1450 1530 1680 1945 1895 2190 2205 2175 2165 2130 2200 2245 2565 2755 3090 3515 4020 3695 3605 3720 4285 4415 4215 4010 4365 4815 5970 7085 6895 6020 6355 5685 4510 4690
364 6 1350 1450 1375 1345 1455 1520 1655 1530 1580 1725 2015 1970 2255 2280 2240 2235 2195 2245 2285 2615 2830 3190 3600 4155 3890 3740 3830 4420 4585 4375 4120 4460 4970 6250 7375 7205 6210 6655 5910 4735 4840
365 6 1620 1735 1710 1620 1705 1760 1870 1755 1765 1940 2355 2365 2525 2595 2540 2510 2430 2415 2435 2835 3115 3470 3905 4550 4280 4075 4120 4750 5305 4875 4485 4745 5345 6835 8020 8055 6775 7095 6360 5195 5290
366 6 1555 1670 1620 1550 1630 1680 1775 1625 1670 1825 2160 2195 2375 2460 2430 2430 2325 2335 2360 2685 2945 3385 3730 4385 4190 3990 4060 4490 4695 4425 4065 4320 4800 5740 6610 6840
367 6 1930 2350 2150 1900 1970 2200 2730 2380 2490 2800 3280 3180 3580 3510 3460 3140 3180 3200 3280 3830 3960 4470 5790 6340 5460 5250 5220 6260 7080 6560 5670 6070 6530 8730 11560 11560 9520 10120 9070 7230 7690
368 6 2010 2400 2210 1980 2000 2190 2720 2370 2530 2930 3600 3560 3950 3730 3460 3180 3230 3220 3270 3820 3980 4510 5810 6510 5700 5270 5180 6090 6890 6490 5560 5900 6390 8510 11230 11570 9480 10150 9180 7380 7730
369 6 1125 1220 1155 1160 1285 1340 1470 1275 1420 1540 1735 1715 2035 2005 1950 1975 2000 2075 2105 2330 2425 2625 3050 3295 2870 2815 3150 3495 3490 3390 3530 3945 4370 5405 6435 6115 5420 5995 5375 4070 4320
370 6 4930 5540 6590 6570 6130 5800 5800 4950 4080 4090 4350 3970 3230 3470 2980 3370 3170 3010 3000 3400 3200 3070 3240 3830 3140 2840 3060 4470 4310 3770 4620 5280 5470 5260 5200 5810 4400 4640 4250 3480 3080
371 6 4900 5470 6630 6690 6170 5880 5860 4920 3970 3950 4180 3870 3110 3360 2900 3320 3120 2960 2940 3320 3070 2910 3070 3620 2940 2610 2790 4130 3960 3480 4430 5060 5200 4950 4900 5480 4040 4050 3760 3090 2620
372 6 4330 5340 5620 5780 5910 5390 5360 4890 4570 4750 5000 4440 3920 3890 3240 3460 3290 3270 3240 3900 4190 4500 4920 5810 5450 5830 6370 9100 8740 7780 7390 8330 9190 9770 10150 10390 9240 9480 8120 6540 6520
373 6 4136 4490 5665 4386 5167 6938 7261 5479 4667 7490 6448 5589 10376.25 10818.75 8003.33 5356.25 6568.75 6112.08 5187.33 4347.08 4590
374 6 2140 2465 2555 2225 1980 1860 1915 2465 2578.33 2487.08 2277.92 2587.08 2691.67 2330.42 2353.33 2708.33 2668.75 2870.83 2860 3205.83 3446.67 3526.67 3416.25 3339.58 3583.33 4935 3245 4765 3320 3445 5255 6950 7440 6980 5191.25 5800 4717.92 4045.42 3501.25 3306.25
375 6 1341 1377 1611 1686 1650 1725 1875 1926 1950 1680 1728 1812 1980 1974 1935 2121 2586 2622 2718 2607 2898 3276 3288 3171 3549 4536 3888 4509 4722 4953 5073 5709.99 5890.74 6406.11 4602.6 4388.13 3658.32 3151.14 3761.31 3383.58
376 6 4110 3892.5 3820 4810 5780 7500 7000 6750 5812.5 6250 7754.17 9305.83 8281.67 7680.83
377 6 3650 4225 2940 3305 6605 9480 6410 5190 4535 5025 4920 4080 4250 5175
378 6 1000 1583.33 2500 2916.67 3083.33 4062.5 4333.33 4500 3687.5 3333.33 7062.5 9625 7750 7541.67 6166.67 6333.33 10958.33 12000 11333.33 12729.17 9270.83 7833.33 6979.17 6500
379 6 1005 900 1395 3135 3285 3735 4080 4755 4800 3855 4095 5505 6525 5550 5640 6000 9420 6555 8040
380 6 4859.1 4783.91 4984.64 4422.66 4627.33 4180.56 4001.25 3752.03 3694.85 4020.48 4476.59 5175.79 5825.23 6183.17 5531.64 4942.91 4703.21 5025.52
381 6 3744.5 3833.64 3716.93 3793.97 3458.79 3615.88 3362.04 3509 3315.6 3533.74 3835.79 4263 4624.23 5169.31 5518.58 4925.87 4490.63 4324.43 4625.17
382 6 6076.5 5795.16 5401.32 5414.94 5947.56 6760.77 6241.86 7004.97 6256.5 6116.91 6660.03 7055.13 7109.43 5552.19 4590.39 3955.32 3443.61 3366.75 4340.1 4997.01 5047.02
383 6 7320 7035.68 6923.88 6372.18 6224.26 5974.32 5814.16 5422.4 5029.6 4736.16 4731.5 5329.8 5357.96 5458.86 5834.24 5978.26 5095.04 4648.3 4720.46
384 6 4180 4505.7 4538.27 4638.42 4347.67 4507.04 4376.61 4880.71 5114.75 4888.61 4897.57 5071.37 5836.56 6082.78 6400.77
385 6 3091.01 3070.16 3005.78 2945.97 2714.61 2802.95 3128.65 3259.07 3271.43 3302.74 3582.35 4072.64 3834.09 4289.88 4767.38 5504.4 5253.62
386 6 2145.6 2022.4 2176.2 2161.86 2402.56 2427.16 2379.72 2345.04 2658.76 3090.22 3077.54 3047.46 2760.68 2712.32 2605.64 2590.5 3070.08 3377.22 3687.94 3210.04
387 6 5148.44 5024.66 4789.2 4194.62 4333.78 3896.2 3676.92 3483.02 3275.14 3522.42 3697.9 3681.52 4049.82 4322.72 3796.14 3353.98 3191.98 3381.74
388 6 4003.91 4081.71 4277.56 4520.41 5565.1 5732.72 5215.05 4885.95 4866.45 6212.98 7045.62 8046.78 9225.54 9456.15 7431.28 6729.17 6564.67
389 6 4557.98 4257.69 4053.59 4613.23 4656.19 5347.15 5321.14 5661.84 5958.07 5401.08 5159.85 5624.67 5803.49 5920.57 8065.94 9199.68 9817.72 7864.99
390 6 1045.24 1056.1 1061.64 1067.64 1076.17 1092.87 1104.63 1117.47 1129.19 1142.13 1155.74 1171.17 1191.06 1206.71 1222.14 1244.22 1265.03 1284.59 1301.8 1320.92 1342.81 1365.73 1392.03 1421.89 1459.39 1488.7 1518.41 1548.31 1578.18 1606.89 1635.41 1664.6 1693.49 1717.75 1739.39 1758.91 1780.8 1799.12 1822.93 1844.9
391 6 1030.68 1039.94 1049.95 1046.21 1052.31 1070.56 1083.21 1096.83 1109.54 1122.65 1137.27 1153.29 1172.45 1187.71 1201.53 1224.16 1244.85 1265.13 1280.58 1298.74 1320.28 1343.35 1370.85 1402.16 1441.26 1470.96 1501.2 1531.53 1561.5 1590.33 1619.11 1648.63 1677.45 1701.3 1722.71 1742.15 1763.83 1782.06 1805.87 1827.53
392 6 4914.8 5071.4 4999.3 5175.8 5323.5 5374.9 5491.9 5390.4 5572.2 5751.4 5812.3 5745 5906.5 6031.8 6054.6 6175.9 6307.6 6478.2 6672.6 6891.5 7052.7 7210.3 7429.6 7521.5 7597.2 7866.9 8159.4 8327.9 8243.8 8542.1 8873.4 9266.1 9547.7 9593.8 9703 9612.5 9745 10168.5 10397.1 10643.4 10923.2
393 6 3900 3800 5900 5300 3300 3000 2900 5500 4400 4100 4300 6800 5500 5500 6700 5500 5700 5200 4500 3800 3800 3600 3500 4900 5900 5600 4900 5600 8500 7700 7100 6100 5800 7100 7600 9700 9600 7500 7200 7000 6200
394 6 3200 5400 4700 2500 2400 2500 4900 3800 3400 3600 6200 4700 4700 5700 4600 4500 3900 3200 2500 2300 2200 2100 3500 4400 4000 3300 3800 6800 5900 5200 4300 4200 5900 6300 8800 8900 6600 6200 6100 5400
395 6 3600 5300 5100 4000 3200 2900 5500 4400 4200 4100 6100 5200 5100 6300 5400 5400 5200 4500 3800 4200 3800 3700 4800 5700 5400 4900 5500 8000 7400 7000 6000 5700 6400 6800 8300 8100 6800 6600 6200 5400
396 6 920 1340 1220 820 850 760 1260 1100 1110 1160 1590 1460 1470 1680 1470 1720 1620 1480 1280 1290 1270 1220 1530 1690 1620 1450 1600 1990 1900 1780 1640 1610 1780 1960 2320 2240 1890 1860 1830 1690
397 6 5000 3900 3600 3800 6100 4800 5000 6000 4900 5000 4600 4100 3400 3400 3200 3100 4500 5400 5100 4300 5000 7800 7000 6200 5200 5100 6300 6700 8600 8400 6500 6200 6000 5300
398 6 1040 940 1050 1480 1400 1400 1280 1230 1430 1560 1890 1950 1590 1510 1450 1300
399 6 7500 8100 12200 11500 10100 9100 8300 10100 10400 13800 13700 10700 10500 10600 8800
400 6 4400 4400 5400 7300 7200 7100 7000 10000 10100 9400 8500 8300 9200 10400 11700 12200 10400 10400 9800 9200
401 6 4500 7300 6300 3900 3600 3400 6700 5100 4700 4900 7900 6100 6200 7500 6100 6100 5400 4600 3800 3900 3600 3500 5200 6200 5700 4900 5700 9100 7900 7100 5900 5800 7400 7700 10100 9900 7400 7200 7000 6200
402 6 4350 7000 6100 3600 3350 3600 6450 5450 5000 5450 7650 6700 6750 7850 6750 6650 5600 5050 4000 3700 3450 3000 4850 5200 5150 4450 5350 9000 7750 6350 5300 5150 7050 7800 10000 9200 7150 6550 6550 5800
403 6 4000 8100 5700 3100 3000 2600 7300 4400 4400 4900 10600 6200 6400 8500 5700 5500 4700 3500 2800 3400 3000 3000 5700 7000 5500 3900 5400 11300 7700 6200 5000 5000 8900 8200 13300 12100 7200 7600 6900 5800
404 6 5500 7100 9000 4400 4800 5600 9000 7200 7400 6900 10300 9100 8300 9600 7500 9200 9700 7600 6600 6900 6300 6100 7500 7900 7700 7000 7500 10400 11800 11200 8900 9300 11000 12100 14700 16000 13500 13200 12500 10500
405 6 4385.7 4486.6 4375.4 4519.7 4781.9 4879.3 5020.2 4899 5064.1 5236.9 5285.3 5132.4 5326.8 5418.9 5399.9 5554.9 5665.3 5828.3 6076.5 6390.1 6580.3 6789.7 7038.4 7088 7121.4 7367.5 7679 7826.5 7694.5 7938.2 8247.1 8669.7 8982.3 9040.6 9115.2 8954.4 9015.2 9440.8 9738.7 9934.4 10195.8
406 6 3838.2 3921.6 3789.7 3917 4143 4218.5 4355.6 4223.8 4372.7 4509.1 4523.9 4348.3 4518.6 4583.6 4540.4 4666 4742.9 4868.6 5068.9 5311.6 5441.3 5605.8 5818.9 5832.5 5833.1 6034.1 6305.8 6409.5 6225.9 6451.1 6734.4 7102.6 7387.6 7416.6 7512.1 7370.7 7428.2 7838.4 8099.2 8265.1 8494.8
407 6 4385.7 4486.6 4375.4 4519.7 4781.9 4879.3 5020.2 4899 5064.1 5236.9 5285.3 5132.4 5326.8 5418.9 5399.9 5554.9 5665.3 5828.3 6076.5 6390.1 6580.3 6789.7 7038.4 7088 7121.4 7367.5 7679 7826.5 7694.5 7938.2 8247.1 8669.7 8982.3 9040.6 9115.2 8954.4 9015.2 9440.8 9738.7 9934.4 10195.8
408 6 3838.2 3921.6 3789.7 3917 4143 4218.5 4355.6 4223.8 4372.7 4509.1 4523.9 4348.3 4518.6 4583.6 4540.4 4666 4742.9 4868.6 5068.9 5311.6 5441.3 5605.8 5818.9 5832.5 5833.1 6034.1 6305.8 6409.5 6225.9 6451.1 6734.4 7102.6 7387.6 7416.6 7512.1 7370.7 7428.2 7838.4 8099.2 8265.1 8494.8
409 6 2283.7 2363.4 2345.6 2392.9 2503.7 2555.3 2600.7 2592.4 2684.5 2784.8 2806.5 2753.8 2851.1 2904 2907.8 2980.7 3043.4 3141.2 3262.7 3390.2 3496.6 3627.7 3802.2 3895.8 3970.8 4119 4290.4 4401.8 4393.6 4551.4 4766.2 5052.1 5283.6 5388.1 5495.1 5492.7 5585 5901.2 6174.4 6370.4 6594.9
410 6 9550 9940 9300 9010 9290 8980 8660 7910 7920 8220 8280 7510 7320 7120 6720 6500 6350 6340 6320 6270 6130 6060 6190 6230 6090 6280 6420 6970 7520 7790 8130 8510 9580 10270 11390 11280 9520 9660 9270 7770 7170
411 6 1298 1332 1187 1256 1238 1163 1155 1042 1050 1032 981 919 946 924 893 902 885 892 926 964 959 994 1003 975 955 986 1010 965 868 919 910 899 885 848 823 749 741 746 702 703 725
412 6 649 655 618 640 707 730 768 753 773 797 810 794 809 828 828 849 865 879 908 961 1001 1030 1060 1049 1011 1009 1038 1061 1015 1043 1074 1096 1109 1107 1109 1075 1043 1049 1044 1021 1025
413 6 3530 3440 3120 3420 3680 3710 3940 3600 3970 4040 4060 3760 4070 4130 4080 4420 4530 4710 5070 5470 5520 5980 6340 6170 6170 6670 7310 7330 6430 6750 7500 7930 8210 7640 7720 7290 7430 8130 8180 8230 8420
414 6 4210 4220 3850 4000 4060 3940 4210 3910 3960 4030 3870 3730 3880 3900 3780 3900 3870 3980 4200 4340 4280 4330 4410 4260 4120 4330 4540 4520 4070 4290 4380 4520 4450 4180 4080 3820 3700 3820 3670 3610 3700
415 6 1026 1016 964 1016 1210 1351 1575 1345 1418 1366 1395 1129 1184 1135 1029 1097 1143 1145 1259 1385 1391 1450 1443 1223 1196 1226 1324 1256 1142 1223 1277 1370 1409 1220 1207 1068 1085 1203 1244 1258 1278
416 6 4870 4940 4880 4940 5050 5100 5220 5250 5390 5600 5640 5630 5750 5890 5920 5950 5900 6020 6210 6460 6620 6670 6820 6790 6580 6640 6700 6600 6240 6250 6470 6720 6970 6990 6990 6990 7120 7580 7880 8160 8390
417 6 2464.5 2560.1 2664.8 2761.9 2867.7 2995.8 3064.9 3107.8 3216.1 3347.2 3434.8 3457 3585.3 3740.5 3943 4101.6 4193.3 4280.2 4290.8 4379.5 4596.9 4807.8 4968.7 5143.8
418 6 1436 1496 1517 1565 1622 1683 1742 1807 1889 1961 1998 2029 2086 2145 2189 2237 2291 2346 2388 2441 2533 2651 2797 2879 2936 3024 3121 3169 3173 3243 3397 3593 3776 3907 3999 3996 4066 4226 4410 4637 4797
419 6 3990 4360 4300 4600 5220 5400 5240 5120 5480 5930 5700 5390 5780 5580 5490 5670 5840 5990 6290 6490 6370 6500 7050 6960 7170 7370 7810 7660 6670 6840 7290 8060 8570 8380 8070 7470 7600 8580 9150 9350 9770
420 6 3250 3235 2944 3191 3446 3496 3678 3357 3549 3603 3549 3254 3473 3462 3371 3517 3558 3644 3854 4113 4108 4189 4254 4014 3870 4041 4262 4184 3769 3957 4125 4301 4388 4185 4168 3825 3840 4089 4056 4009 4050
421 6 9400 9450 8740 8600 9030 9010 9100 8600 8850 9030 8980 8330 8510 8450 8240 8290 8280 8440 8670 8910 8990 9120 9400 9510 9330 9530 9810 9890 9380 9500 9790 10230 10650 10600 10590 10320 10100 10570 10730 10710 10920
422 6 7935 8700 9020 8880 10115 11825 11345 9680 8530 9100 9305 8150 7215 6760 6115 6475 5900
423 6 4550 4935 5845 6445 7890 9575 9145 6840 6335 6415 7745 9025 7370 6750 6435 7225 6585
424 6 2620 2980 3240 3180 3540 3920 4270 3430 2890 2930 3190 3180 2630 2330 2100 2310 2110
425 6 1732.2 1714.4 1881.1 1954.6 2263.1 2481.8 2240.3 1585.8 1370.8 1365.4 1510.6 1605.1 1286.5 1129.9 1019.6 1112.5 1002
426 6 5660 5540 5610 5730 5730 5710 5550 5670 5750 5710 5540 5600 5610 5540 5550 5540 5570 5620 5690 5730 5750 5800 5740 5660 5700 5780 5780 5610 5680 5790 5930 5990 5920 5900 5780 5790 5950 6010 6070 6150
427 6 4040 4060 3870 4130 4320 4190 4400 4380 4510 4620 4600 4510 4690 4770 4750 4830 4830 4860 4940 5150 5230 5330 5470 5400 5180 5280 5400 5410 4770 5050 5150 5210 5320 5190 5150 4910 4910 5080 5080 5070 5120
428 6 1622.43 1810.29 1827.37 1743.69 1707.82 1781.26 1842.74 1864.82 1917.01 2007.84 2171.03 2309.38 2600.27 2869.87 3114.64 3274.28 3323.94 3260.09 3086.26 3547.43 3916.36 4163.5 4319 4561.11 4607.52 4738.18 4775.43 4895.16 4989.16 5085.54 5253.36 5051.63 5183.86 5280.06 5375.41 5426.03 5409.9 5458.28 5567.58 5370.93
429 6 8506.01 8224.48 8381.79 8457.96 8554.98 8587.62 8877.32 9209.18 9516.03 9685.82 9833.99 9979.86 10062.9 9984.17 9861.01 10079.83 10148.93 10095.28 9873.06 9644.07 9646.38 9865.31 10262.99 10069.18 10175.26 10355.74 9903.92 9421.36 8904.03 8096.63 7677.11 7239.47 6914.56 6486.01 5780.77
